Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,0-24,17,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,25-34,66,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,35-44,162,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,45-54,239,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,55-64,349,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,65-74,260,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,75-84,95,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,85+,16,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,Obesity,Obesity,E65-E68,All Ages,1204,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,0-24,0,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,25-34,0,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,35-44,0,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,45-54,0,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,65-74,47,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,75-84,213,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,85+,397,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,Alzheimer disease,Alzheimer disease,G30,All Ages,664,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,27,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,151,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,455,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,736,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1370,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,25-34,29,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,35-44,97,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,45-54,246,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,55-64,524,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,65-74,793,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,75-84,656,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,85+,405,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,Renal failure,Renal failure,N17-N19,All Ages,2754,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,12,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,13,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,38,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,48,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,86,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,186,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,190,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,137,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,710,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,57,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,122,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,344,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,895,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,1983,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,2945,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,2843,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,2307,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,11496,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,0-24,66,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,25-34,224,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,35-44,600,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,45-54,1559,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,55-64,3143,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,65-74,4591,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,75-84,4624,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,85+,3895,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,TX,COVID-19,COVID-19,U071,All Ages,18702,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,17,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,43,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,75,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,62,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,39,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,243,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,19,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,11,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,45,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,17,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,29,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,34,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,29,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,10,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,123,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,45-54,22,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,55-64,34,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,65-74,46,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,75-84,77,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,85+,49,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory failure,J96,All Ages,237,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,45-54,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Respiratory arrest,R09.2,All Ages,12,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,42,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,10,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,21,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,14,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,31,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,85,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,11,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,19,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,85+,27,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,62,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,35-44,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,65-74,16,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,75-84,15,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,85+,10,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrest,I46,All Ages,60,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,11,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,34,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,0-24,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,25-34,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,35-44,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,45-54,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,55-64,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,65-74,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,75-84,20,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,85+,27,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,Not stated,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Heart failure,I50,All Ages,61,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,
11/08/2020,02/01/2020,11/07/2020,UT,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
